source,result,postal_code,country,country_iso_code,federal_district,region_fias_id,region_kladr_id,region_iso_code,region_with_type,region_type,region_type_full,region,area_fias_id,area_kladr_id,area_with_type,area_type,area_type_full,area,city_fias_id,city_kladr_id,city_with_type,city_type,city_type_full,city,city_area,city_district_fias_id,city_district_kladr_id,city_district_with_type,city_district_type,city_district_type_full,city_district,settlement_fias_id,settlement_kladr_id,settlement_with_type,settlement_type,settlement_type_full,settlement,street_fias_id,street_kladr_id,street_with_type,street_type,street_type_full,street,house_fias_id,house_kladr_id,house_cadnum,house_type,house_type_full,house,block_type,block_type_full,block,entrance,floor,flat_fias_id,flat_cadnum,flat_type,flat_type_full,flat,flat_area,square_meter_price,flat_price,postal_box,fias_id,fias_code,fias_level,fias_actuality_state,kladr_id,capital_marker,okato,oktmo,tax_office,tax_office_legal,timezone,geo_lat,geo_lon,beltway_hit,beltway_distance,qc_geo,qc_complete,qc_house,qc,unparsed_parts,metro,med_id_1,med_id_1_division_data_id,med_id_1_name_full,med_id_1_name_short,med_id_1_division_name,med_id_1_division_house_fias,med_id_1_division_house_geo_lat,med_id_1_division_house_geo_lot,med_id_1_division_qc_geo,med_id_1_division_type,med_id_1_division_zone,,uchastok,color
Челябинск Челябинск Худякова 21 ,г Челябинск, ул Худякова, д 21,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,7f82c30f-b123-44cf-bda3-0bffaa6f56c3,"7,40000010001084E+016",ул Худякова,ул,улица,Худякова,e1755323-2502-401a-89c7-7df0c6a89395,"7,40000010001084E+018",,д,дом,21,,,,,,,,,,,,47689,,,e1755323-2502-401a-89c7-7df0c6a89395,"7,4000001E+022",8,0,"7,40000010001084E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1471528,61.3714902,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),14,plum
Челябинск Челябинск Худякова 23 ,г Челябинск, ул Худякова, д 23,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,7f82c30f-b123-44cf-bda3-0bffaa6f56c3,"7,40000010001084E+016",ул Худякова,ул,улица,Худякова,30c51c6f-6708-4e43-8c26-c2d552756cfd,"7,40000010001084E+018",,д,дом,23,,,,,,,,,,,,48769,,,30c51c6f-6708-4e43-8c26-c2d552756cfd,"7,4000001E+022",8,0,"7,40000010001084E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1470043,61.3704085,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),14,plum
Челябинск Челябинск Худякова 25 ,г Челябинск, ул Худякова, д 25,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,7f82c30f-b123-44cf-bda3-0bffaa6f56c3,"7,40000010001084E+016",ул Худякова,ул,улица,Худякова,b19e46f3-6bcb-48c1-9819-f5e146b2c6c3,"7,40000010001084E+018",,д,дом,25,,,,,,,,,,,,61002,,,b19e46f3-6bcb-48c1-9819-f5e146b2c6c3,"7,4000001E+022",8,0,"7,40000010001084E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1471657,61.369489,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),14,plum
Челябинск Челябинск Худякова 27 ,г Челябинск, ул Худякова, д 27,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,7f82c30f-b123-44cf-bda3-0bffaa6f56c3,"7,40000010001084E+016",ул Худякова,ул,улица,Худякова,,,,д,дом,27,,,,,,,,,,,,,,,7f82c30f-b123-44cf-bda3-0bffaa6f56c3,"7,4000001E+022",7,0,"7,40000010001084E+016",2,75401386000,75701390,7453,7453,UTC+5,55.1472038,61.3684959,,,0,10,10,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),,
Челябинск Челябинск Лесопарковая 23 ,г Челябинск, ул Лесопарковая, д 23,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,2afee447-a619-42e8-9309-2f704c85af2b,"7,40000010000515E+016",ул Лесопарковая,ул,улица,Лесопарковая,e2d8214d-e260-41b9-a3b4-f6c24f93cfe4,"7,40000010000515E+018",74:36:0515004:172,д,дом,23,,,,,,,,,,,,74425,,,e2d8214d-e260-41b9-a3b4-f6c24f93cfe4,"7,4000001E+022",8,0,"7,40000010000515E+018",2,75401386000,75701390,7453,7453,UTC+5,55.148004,61.365813,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),14,plum
Челябинск Челябинск Образцова 20 ,г Челябинск, ул Образцова, д 20,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,e663175b-05b8-4f51-9674-db4072bad379,"7,4000001000067E+016",ул Образцова,ул,улица,Образцова,2b2726aa-a231-4079-990b-4e09c429bd02,"7,4000001000067E+018",,д,дом,20,,,,,,,,,,,,42006,,,2b2726aa-a231-4079-990b-4e09c429bd02,"7,4000001E+022",8,0,"7,4000001000067E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1460095,61.3721435,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),14,plum
Челябинск Челябинск Образцова 22 ,г Челябинск, ул Образцова, д 22,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,e663175b-05b8-4f51-9674-db4072bad379,"7,4000001000067E+016",ул Образцова,ул,улица,Образцова,3f3dec70-5b9b-4fdc-a3fa-29aee50b3451,"7,4000001000067E+018",74:36:0513002:327,д,дом,22,,,,,,,,,,,,47538,,,3f3dec70-5b9b-4fdc-a3fa-29aee50b3451,"7,4000001E+022",8,0,"7,4000001000067E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1461126,61.3711778,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),14,plum
Челябинск Челябинск Образцова 23 ,г Челябинск, ул Образцова, д 23,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,e663175b-05b8-4f51-9674-db4072bad379,"7,4000001000067E+016",ул Образцова,ул,улица,Образцова,979d33e0-d8c0-4e64-adee-d60615e8791e,"7,4000001000067E+018",,д,дом,23,,,,,,,,,,,,48318,,,979d33e0-d8c0-4e64-adee-d60615e8791e,"7,4000001E+022",8,0,"7,4000001000067E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1453911,61.3696018,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),14,plum
Челябинск Челябинск Образцова 24 ,г Челябинск, ул Образцова, д 24,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,e663175b-05b8-4f51-9674-db4072bad379,"7,4000001000067E+016",ул Образцова,ул,улица,Образцова,f51ed626-fd14-49d6-8df8-c3aa8d9e1e39,"7,4000001000067E+018",,д,дом,24,,,,,,,,,,,,57780,,,f51ed626-fd14-49d6-8df8-c3aa8d9e1e39,"7,4000001E+022",8,0,"7,4000001000067E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1459893,61.3704606,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),14,plum
Челябинск Челябинск Образцова 25 ,г Челябинск, ул Образцова, д 25,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,e663175b-05b8-4f51-9674-db4072bad379,"7,4000001000067E+016",ул Образцова,ул,улица,Образцова,dd240560-b2e3-4887-8180-d49630c16c52,"7,4000001000067E+018",,д,дом,25,,,,,,,,,,,,61027,,,dd240560-b2e3-4887-8180-d49630c16c52,"7,4000001E+022",8,0,"7,4000001000067E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1453911,61.368799,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),14,plum
Челябинск Челябинск Образцова 26 ,г Челябинск, ул Образцова, д 26,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,e663175b-05b8-4f51-9674-db4072bad379,"7,4000001000067E+016",ул Образцова,ул,улица,Образцова,305d182e-032c-42e9-ae59-c0819815405e,"7,4000001000067E+018",,д,дом,26,,,,,,,,,,,,41965,,,305d182e-032c-42e9-ae59-c0819815405e,"7,4000001E+022",8,0,"7,4000001000067E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1457744,61.3697953,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),14,plum
Челябинск Челябинск Образцова 28 ,г Челябинск, ул Образцова, д 28,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,e663175b-05b8-4f51-9674-db4072bad379,"7,4000001000067E+016",ул Образцова,ул,улица,Образцова,1b27dfb1-4a0b-40d7-ab64-8c78625413f6,"7,4000001000067E+018",74:36:0000000:29341,д,дом,28,,,,,,,,,,,,43665,,,1b27dfb1-4a0b-40d7-ab64-8c78625413f6,"7,4000001E+022",8,0,"7,4000001000067E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1456526,61.3690374,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),14,plum
Челябинск Челябинск Дача МВД,г Челябинск,,,454000,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,"7,4000001E+022",4,0,7400000100000,2,75401000000,75701000001,7400,7400,UTC+5,55.1602624,61.4008078,,,4,3,10,1,ДАЧА МВД,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),14,plum
Челябинск Челябинск Татьяничевой 15А,г Челябинск, ул Татьяничевой, д 15А,454080,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,4dbcad5c-a418-4b78-8726-34f98eed5d0b,"7,40000010000965E+016",ул Татьяничевой,ул,улица,Татьяничевой,,,,д,дом,15А,,,,,,,,,,,,,,,4dbcad5c-a418-4b78-8726-34f98eed5d0b,"7,4000001E+022",7,0,"7,40000010000965E+016",2,75401386000,75701390,7453,7453,UTC+5,55.1469526,61.3686472,,,1,10,10,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),,
Челябинск Челябинск Воровского 40 ,г Челябинск, ул Воровского, д 40,454020,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,e11d005a-adef-4f6a-8db8-8b3073f8ebc2,"7,40000010000188E+016",ул Воровского,ул,улица,Воровского,389592c3-c5d3-4aea-a75d-a2572fe2222c,"7,40000010000188E+018",,д,дом,40,,,,,,,,,,,,45853,,,389592c3-c5d3-4aea-a75d-a2572fe2222c,"7,4000001E+022",8,0,"7,40000010000188E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1462179,61.3811709,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),15,rosybrown
Челябинск Челябинск Воровского 42 ,г Челябинск, ул Воровского, д 42,454020,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,e11d005a-adef-4f6a-8db8-8b3073f8ebc2,"7,40000010000188E+016",ул Воровского,ул,улица,Воровского,c1e2164a-b1e9-4160-835e-d6590d42703a,"7,40000010000188E+018",,д,дом,42,,,,,,,,,,,,58986,,,c1e2164a-b1e9-4160-835e-d6590d42703a,"7,4000001E+022",8,0,"7,40000010000188E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1462105,61.3797589,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),15,rosybrown
Челябинск Челябинск Воровского 50 ,г Челябинск, ул Воровского, д 50,454020,Россия,RU,Уральский,27eb7c10-a234-44da-a59c-8b1f864966de,7400000000000,RU-CHE,Челябинская обл,обл,область,Челябинская,,,,,,,a376e68d-724a-4472-be7c-891bdb09ae32,7400000100000,г Челябинск,г,город,Челябинск,,,,р-н Центральный,р-н,район,Центральный,,,,,,,e11d005a-adef-4f6a-8db8-8b3073f8ebc2,"7,40000010000188E+016",ул Воровского,ул,улица,Воровского,1f37c984-9718-430d-a560-52023775fc04,"7,40000010000188E+018",,д,дом,50,,,,,,,,,,,,48845,,,1f37c984-9718-430d-a560-52023775fc04,"7,4000001E+022",8,0,"7,40000010000188E+018",2,75401386000,75701390,7453,7453,UTC+5,55.1446128,61.3785488,,,0,5,2,0,,,77067159,1.2.643.5.1.13.13.12.2.74.7554.0.443451,"ГАУЗ ОТКЗ ""ГКБ № 1 г. Челябинск""",ГКБ 1 Челябинска,Поликлиника 1,e92a576a-4304-4e91-ad33-f61b90b4eff9,55.1545814,61.3919103,0,Поликлиническая помощь (взрослая),15,rosybrown
